,h_veg,r_st,LAI_min,LAI_max,Vr,alpha_veg,Vcan,k,f_red,z0,rs_soi,Ve,a,Vsoi,Vepi,Kepi,alpha_soi,Pm,Epotm,Tm,AI,ro_P_E,ETSI,PSI,Ip,Hp,H95,Dp,DS,DTR,RHm,WSm,Radm,CO2,Classes
14752493,11.021,395.56,10.259,6.7395,321.46,0.14853,0.37022,0.57304,0.1085,0.010757,70.307,15.103,1.1119,208.45,469.17,6.2827,0.33928,344.88,719.11,19.558,2.0851,-0.76263,0.69049,0.38426,6.2217,5.7138,49,1.7817,0,13.731,38.13,1.6587,43.733,796.37,C2
11638947,12.61,242.45,87.514,6.8117,358.99,0.15113,0.23537,0.60624,0.08567,0.0023509,17.006,8.2236,1.2665,317.39,223.25,16.974,0.31173,903.66,500.01,13.583,0.55331,0.34883,0.77976,0.22948,7.982,2.2855,27,2.3016,4.1667,12.093,64.917,1.5875,39.733,531.92,C3
16518626,16.322,216.87,64.505,5.5356,223.73,0.15196,0.36823,0.44855,0.071912,0.0059128,29.327,11.517,3.8938,53.497,652.45,13.537,0.34277,203.39,932.09,18.068,4.5828,-0.66421,0.72304,0.85974,3.8659,6.5106,166.5,1.961,8.4667,14.618,46.364,2.1323,45.031,352.14,C2
5229204,0.44696,42.21,35.486,4.6461,197.17,0.23656,0.39993,0.58217,0.12015,0.0091023,28.921,11.96,4.8572,139.54,392.43,39.724,0.38053,213.61,783.34,18.815,3.6672,-0.64098,0.77191,0.35469,5.7692,9.4253,61,1.6473,0,12.236,55.527,2.6574,43.803,610.55,C2
16544956,26.298,438.35,91.162,8.7909,44.745,0.15278,0.34731,0.51576,0.0747,0.0049432,57.54,22.714,2.6486,13.799,253.22,21.85,0.36115,113.58,1474,23.297,12.978,-0.85566,0.49833,0.98045,6.5002,20.914,230,1.5873,0,13.632,23.823,3.9156,48.451,531.92,C2
15473422,33.26,240.48,18.631,8.8246,352.51,0.15521,0.22336,0.41225,0.14698,0.0029975,11.609,16.614,1.8678,151.44,533.76,24.576,0.36579,435.13,815.9,18.483,1.8751,-0.35036,0.7353,0.36071,8.4244,6.1381,46,1.7056,0,13.331,34.875,2.1445,43.58,610.55,C2
13879484,31.553,254.25,88.481,5.014,72.553,0.1575,0.25335,0.65585,0.0089825,0.0023866,68.288,7.4377,1.589,30.483,507.21,49.665,0.36667,141.45,1945.1,28.246,13.751,-0.66028,0.40253,0.95276,9.177,23.567,246.5,1.9561,0,14.397,13.957,4.9149,50.84,531.92,C2
16428110,21.009,498.62,83.195,9.6188,387.21,0.14499,0.37209,0.42504,0.04914,0.00082858,60.051,34.235,3.1518,530.41,585.28,29.722,0.37802,708.39,291.26,2.8821,0.41115,0.67729,0.94314,0.17832,4.4967,1.351,19,2.6304,240.07,8.1625,85.508,3.3192,32.891,352.14,C4
5798773,1.0417,58.641,84.703,2.2773,154.45,0.16445,0.24491,0.51865,0.13536,0.009719,40.188,23.579,4.9674,46.769,329.4,13.531,0.37726,38.187,1999.8,27.247,52.368,-0.67604,0.39926,0.88842,6.525,65.811,397.8,1.6735,0,15.22,8.1368,4.9594,49.675,796.37,C1
16692079,17.419,368.29,46.732,7.1168,334.06,0.10826,0.39173,0.69383,0.041929,0.0025007,51.468,35.756,1.34,537.87,383.85,17.759,0.39736,659.22,402.63,8.3285,0.61076,0.84873,0.77887,0.22758,4.0181,1.3465,16,2.6824,55.133,8.359,71.856,3.6193,35.343,352.14,C1
5882272,1.295,117.68,88.78,3.8003,174.93,0.22261,0.25782,0.54256,0.037505,0.006535,25.066,12.494,5.6089,59.485,683.89,14.011,0.35068,172,1057.3,12.461,6.1473,-0.45041,0.78764,0.40499,4.0943,8.1921,60.95,1.6602,25.367,12.727,50.26,5.8032,40.795,531.92,C2
181740,0.96835,144.93,99.382,4.8343,174.09,0.22613,0.23045,0.50055,0.011117,0.0036654,87.475,28.114,3.8158,44.173,277.68,15.671,0.39099,87.453,923.61,18.699,10.561,-0.55897,0.55496,0.97812,5.2281,21.734,234,1.7338,2.8333,15.894,11.477,1.6739,45.131,352.14,C2
6748960,1.1305,46.327,30.103,3.4232,105.47,0.18312,0.35768,0.41082,0.014272,0.0077209,5.4446,28.333,1.7693,242.42,494.01,24.223,0.39663,296.75,1414.8,24.567,4.7676,-0.74279,0.70131,0.97145,7.2334,8.0107,178.7,1.8737,0.13333,15.247,38.577,3.8806,48.187,796.37,C2
8614042,15.047,241.55,6.0711,6.2376,300.26,0.14031,0.28365,0.64707,0.079151,0.010401,61.121,34.991,3.1361,568.01,597.41,35.703,0.32234,1243.2,419.42,7.5199,0.33736,-0.89002,0.74405,0.1897,5.1067,0.55367,15.95,4.219,0.8,7.5653,78.779,6.8221,35.274,352.14,C4
15517894,31.627,290.38,31.1,6.8496,238.56,0.15891,0.31155,0.58762,0.079413,0.011827,19.039,38.51,5.4994,129.35,296.37,13.324,0.35213,202.19,1038.8,22.605,5.1378,-0.93075,0.53341,0.70824,6.4053,11.537,168,2.0468,0,9.9805,68.027,4.8456,48.388,796.37,C2
3096293,1.1438,95.028,54.148,1.9662,186.67,0.17678,0.39274,0.52269,0.13135,0.0087516,1.0424,42.822,2.2446,404.19,607.37,25.7,0.35373,797.15,475.06,9.3949,0.59595,-0.70234,0.70112,0.22471,4.0579,0.95156,19.5,3.8618,1.2,10.907,79.515,2.5442,38.644,352.14,C4
11958562,21.484,159.52,92.805,7.4429,270.98,0.14871,0.21881,0.61303,0.12906,0.0021402,44.128,18.409,2.6709,500.77,312.64,44.865,0.38672,1198.9,346.51,6.2942,0.28902,0.91419,0.81788,0.22747,7.4353,1.2744,16,2.7327,98.133,8.1482,72.288,2.8344,34.27,352.14,C4
9008342,29.029,447.29,61.898,7.0287,139.68,0.12724,0.2721,0.43236,0.053058,0.0032785,7.9133,13.66,2.2255,48.077,565.21,12.088,0.32575,92.77,1894.4,28.634,20.421,-0.4007,0.29758,0.85861,6.2973,25.988,215.2,1.6305,0,14.571,7.9762,4.8753,50.597,429.36,C1
4254300,1.4353,142.94,78.847,4.2182,72.283,0.23826,0.22519,0.41262,0.050492,0.0061879,29.329,33.083,0.5903,47.705,217.61,26.743,0.38458,187.17,2135.9,31.205,11.412,-0.82526,0.44424,0.98142,9.0942,17.323,210.4,1.7745,0,14.65,19.845,5.5739,52.181,796.37,C2
15830800,11.341,434.37,15.416,5.9749,297.47,0.1295,0.35272,0.49787,0.14835,0.0026807,40.927,20.99,2.2025,118.77,612.11,1.5809,0.3293,352.08,735.6,24.495,2.0893,0.55447,0.54448,0.70874,5.1355,4.9232,52,2.1289,0,14.134,83.138,2.4863,47.801,352.14,C2
3648089,1.2865,99.326,53.039,1.8708,170.87,0.18089,0.36892,0.40957,0.095787,0.0076313,76.957,7.4017,2.1044,450.43,256.68,37.36,0.36386,688.03,527.31,11.022,0.76641,0.61013,0.82138,0.3072,5.4586,1.9598,23,2.0898,39.167,8.8961,69.936,3.6362,37.594,796.37,C3
14982292,32.091,355.39,23.135,6.4509,238,0.12759,0.33551,0.47474,0.089905,0.0018743,59.766,14.957,1.9794,281.06,219.59,13.189,0.38526,756.47,484.9,12.981,0.641,-0.95545,0.85958,0.37442,8.4645,3.1114,36,2.3036,0,7.1403,59.677,1.9753,38.779,531.92,C3
7093513,0.92458,74.52,93.136,2.7591,158.02,0.24303,0.37455,0.51791,0.079795,0.0044352,57.575,34.784,1.443,162.88,485.3,20.413,0.35927,153.56,1144.9,23.244,7.4557,-0.68433,0.37967,0.84127,7.511,17.292,168.1,1.9511,0,9.8796,41.945,4.1924,47.129,796.37,C1
16317967,11.999,380.06,60.816,6.3821,276.33,0.12538,0.25154,0.41828,0.036175,0.0031255,32.751,42.448,1.7474,620.64,467.19,16.161,0.39986,725.76,513.06,9.4438,0.70693,0.31873,0.80499,0.11137,5.778,1.9367,18,1.9893,69.2,8.407,71.531,3.1634,37.59,429.36,C3
3770545,0.40263,59.054,64.301,3.2269,155.46,0.20841,0.37099,0.57296,0.14181,0.0088698,23.415,22.188,5.6826,83.018,403.43,22.808,0.38535,256.92,1213.9,21.458,4.7251,-0.87245,0.45906,0.54569,6.3904,8.349,116,1.9026,0,11.181,32.157,3.7368,46.445,610.55,C2
9920883,24.85,477.55,73.504,7.7143,394.31,0.14523,0.23106,0.66875,0.11164,0.012731,0.057086,10.327,1.8827,492.27,484.69,43.755,0.37994,426.19,757.02,7.7037,1.7762,0.76615,0.77786,0.25231,4.5933,2.9556,25.85,1.741,101.07,11.093,54.973,4.7711,37.748,531.92,C1
16734468,14.206,417.85,95.876,8.9708,330.42,0.14642,0.33591,0.46796,0.11332,0.0034341,14.953,16.396,3.1546,180.64,588.78,7.6686,0.3678,546.42,963.02,22.191,1.7624,-0.84483,0.68874,0.75702,8.8681,4.9973,133,2.2308,0,12.022,32.227,2.5344,45.358,796.37,C3
10756430,31.472,342.46,70.042,9.8717,38.676,0.13631,0.23548,0.49651,0.084191,0.0087913,66.68,38.676,0.18589,33.347,576.09,7.3017,0.35305,178.55,949.73,15.823,5.3191,-0.65882,0.67881,0.96082,5.503,10.821,188,1.8996,8.7667,14.443,25.317,2.31,43.414,352.14,C1
4103540,0.96991,67.757,59.826,4.4231,161.94,0.16173,0.2599,0.40754,0.096577,0.0035952,10.591,41.975,1.4835,124.86,442.28,18.46,0.32267,262.84,891.58,15.676,3.3921,-0.37654,0.64236,0.83738,6.7782,8.5611,161,1.8278,11.367,14.933,17.269,1.8979,43.258,429.36,C2
3554804,0.68474,122.31,98.737,3.5683,133.06,0.18672,0.26351,0.50143,0.033052,0.0043411,63.732,38.429,2.6751,495.57,355.08,18.902,0.39828,831.12,432.59,11.599,0.52049,0.83993,0.84996,0.21727,4.7236,1.1476,15,2.517,23.767,8.1105,81.516,1.7615,38.151,531.92,C4
4975225,0.5157,86.09,77.935,2.9242,152.86,0.22849,0.28257,0.53626,0.094198,0.0046522,30.005,29.518,4.7398,207.59,516.75,4.1196,0.31167,272.02,1097.6,23.9,4.0351,-0.92075,0.33079,0.78126,8.174,10.402,147.4,1.9533,0,10.062,56.972,4.6809,47.833,610.55,C2
11921495,22.793,299.83,32.94,5.3848,380.54,0.10094,0.34269,0.59677,0.10347,0.00097604,9.1023,16.206,1.3099,630.88,450.27,49.612,0.34554,842.39,331.18,6.1844,0.39315,0.63747,0.90208,0.24442,5.2947,1.3,20,2.5246,161,7.864,82.593,2.8122,34.62,429.36,C4
4277990,1.4701,102.56,91.644,2.7841,105.48,0.19195,0.27622,0.48298,0.012373,0.001156,67.084,25.622,1.8488,504.4,505.28,31.987,0.36411,821.33,308.64,6.8568,0.37578,0.58224,0.99012,0.20352,4.9489,1.2453,15,2.4895,188.7,7.8722,87.902,2.4222,34.694,429.36,C4
16920039,19.652,345.95,80.72,8.5137,290.22,0.1093,0.27939,0.44316,0.01424,0.0055807,46.341,34.145,2.8648,519.21,365.58,47.266,0.33203,557.31,677.73,11.444,1.2161,0.048513,0.78536,0.12836,5.8349,2.8419,24,1.7327,19.1,9.1959,60.533,4.2429,38.669,429.36,C2
9507846,16.533,268.21,87.89,6.729,378.06,0.14084,0.25428,0.45546,0.05804,0.0025882,41.736,16.786,2.4541,455.21,470.19,47.61,0.38195,578.51,604.12,11.084,1.0443,0.76039,0.87212,0.27395,5.0726,2.2465,22.6,1.9089,77.033,9.2451,72.365,3.961,38.149,796.37,C2
10639162,24.094,159.55,83.543,7.8768,33.099,0.13594,0.24457,0.60122,0.021467,0.010374,39.326,8.8845,1.0114,17.56,257.39,14.796,0.31984,58.294,2153.6,28.494,36.945,-0.62586,0.33563,1.0859,15.473,98.609,726.85,1.9298,0,12.224,4.2112,4.9292,52.084,429.36,C2
16024235,29.344,452.27,99.849,5.0849,9.0112,0.14082,0.25994,0.67897,0.079886,0.0012511,97.241,9.0112,2.0405,3.2709,231.65,17.366,0.33847,3.3109,2026,27.285,611.92,-0.20236,0.38821,0.95471,1.6952,781.64,1757.2,1.1667,0,14.468,12.297,6.1532,49.126,531.92,C1
2977118,0.59088,83.556,10.085,3.441,147.63,0.20874,0.28978,0.60755,0.1353,0.0047523,31.115,22.944,1.1548,640.55,284.33,32.529,0.3311,816.51,461.76,10.065,0.56553,0.79999,0.81841,0.29444,8.2051,2.693,29.5,2.3,32.867,11.261,62.496,2.0448,37.414,429.36,C4
9217532,17.153,412.53,61.97,6.3419,387.52,0.14994,0.2218,0.62181,0.10662,0.0080626,66.963,39.972,3.8057,132.43,383.33,21.581,0.35745,486.97,512.74,11.125,1.0529,-0.71166,0.75499,0.29682,4.7554,2.6871,42,2.3183,0,11.657,61.772,1.787,39.016,352.14,C3
1468274,1.0089,76.446,11.055,4.2706,128.34,0.22036,0.2426,0.49196,0.13498,0.00073799,42.917,31.007,3.6266,141.65,568.13,10.32,0.37678,85.869,957.43,16.748,11.15,-0.56751,0.52241,0.87023,3.9463,17.796,214.7,1.661,3.0667,16.252,17.638,1.8636,44.745,352.14,C1
13760828,30.073,191.2,40.031,7.2854,243.51,0.154,0.29939,0.66113,0.12015,0.0091023,28.921,11.96,4.8572,139.54,392.43,39.724,0.38053,544.47,695.43,15.507,1.2772,-0.7326,0.62157,0.32361,7.8743,4.3168,42.05,2.209,0.4,12.836,38.682,1.8253,41.805,352.14,C3
16068928,24.958,405.84,80.398,5.3131,192.95,0.13411,0.28648,0.66046,0.082951,0.0086508,2.7694,19.533,2.9842,55.073,428.4,25.107,0.386,823.92,648.66,17.697,0.78728,-0.75377,0.77669,0.27419,8.4141,2.7666,29,2.2429,3.4,10.009,61.61,3.194,41.543,610.55,C4
14577965,11.992,434.69,17.263,8.6821,289.64,0.10469,0.35512,0.57239,0.030412,0.011915,97.04,24.418,0.12521,291.66,688.81,43.015,0.4,449.09,877.89,15.845,1.9548,-0.8178,0.65642,0.62657,8.999,6.3537,84.4,2.0054,14.1,14.306,39.121,1.8092,44.013,796.37,C2
962234,1.2772,74.267,50.319,4.5632,159.66,0.2112,0.23038,0.49199,0.011329,0.0046589,14.611,39.372,1.9515,622.23,650.53,22.691,0.3426,356.49,511.53,9.3507,1.4349,0.047762,0.74355,0.47513,3.7001,2.9964,43,2.2965,108.8,12.64,60.07,1.2429,38.777,352.14,C2
17010199,17.262,304.05,26.872,9.1438,285.14,0.11596,0.33715,0.53713,0.076467,0.0047509,72.694,5.2068,1.8249,110.63,539.45,32.576,0.36038,212.73,1052.1,24.002,4.9458,-0.61123,0.50778,1.2202,13.532,22.82,263.25,2.1698,0,11.916,20.605,2.4464,47.51,429.36,C2
4209982,0.60047,84.39,74.084,3.4566,50.453,0.1682,0.26431,0.40414,0.057212,0.012016,42.736,31.088,3.6604,12.576,677.62,27.868,0.33688,61.243,1068.6,21.899,17.448,-0.6178,0.48264,0.93116,3.7981,25.724,255,1.6142,0,17.347,12.522,1.78,47.523,610.55,C1
15301371,22.192,168.73,51.312,7.1794,310.95,0.15661,0.23655,0.45832,0.062909,0.004509,2.5771,44.467,2.5848,508.62,220.71,11.117,0.35228,1652.9,544.53,11.742,0.32943,-0.71729,0.87347,0.28929,7.0007,0.57,20.9,5.1438,0,7.2119,89.005,6.6276,39.911,610.55,C4
11983173,34.817,369.38,87.836,6.1564,263.92,0.12593,0.26562,0.55364,0.10005,0.0072858,37.641,39.158,4.3827,65.219,228.92,16.005,0.39807,531.26,672.18,19.698,1.2653,-0.8602,0.78428,0.69797,9.13,5.3372,95.6,2.0128,0,13.63,42.764,2.1664,42.499,531.92,C3
5504884,0.64923,145.14,65.714,3.3032,173.68,0.22957,0.36394,0.56418,0.09114,0.0014292,70.893,15.881,1.3003,400.74,470.25,40.48,0.34737,1320.6,295.97,8.1017,0.22412,0.59117,0.85863,0.22614,7.5305,1.1224,17,2.8571,166.9,7.6919,76.781,2.137,34.929,352.14,C4
4314186,0.88922,50.367,54.16,4.4625,156.54,0.20103,0.21272,0.50833,0.029281,0.0082714,37.235,40.207,1.2192,533.85,643.64,2.9282,0.36024,953.56,489.6,12.855,0.51345,-0.94002,0.6919,0.21773,4.7012,0.87573,15,3.6098,0,8.2242,77.521,4.7686,38.703,352.14,C4
4902287,1.3669,85.199,79.183,4.6777,146.66,0.21256,0.20929,0.4256,0.065573,0.004074,94.709,32.199,2.1331,523.08,226.69,40.427,0.31435,823.87,379.16,9.2246,0.46022,-0.70697,0.87647,0.13828,4.2953,0.97086,17,3.2096,1.1667,7.5464,82.601,4.1187,36.211,352.14,C4
16062963,25.255,235.45,96.676,7.0488,306.55,0.13064,0.37013,0.66551,0.0076586,0.01207,1.7954,19.516,3.0036,481.8,422.98,27.687,0.32982,721.3,468.49,8.5447,0.64951,0.77267,0.7985,0.19572,4.3814,1.3048,15,2.395,73.6,8.4655,72.129,3.5111,36.461,429.36,C2
8793349,12.256,291.5,92.783,7.6717,263.26,0.1581,0.21278,0.52484,0.06248,0.011029,24.606,31.049,1.1438,439.02,590.45,22.571,0.35942,851.99,560.47,14.231,0.65784,-0.79592,0.79664,0.21,8.5732,2.6855,28,2.2288,4.7333,8.7423,62.092,2.9135,39.614,531.92,C3
10282538,22.49,156.08,39.597,9.3641,202.89,0.13499,0.22115,0.57341,0.00035294,0.0045408,30.655,25.395,5.1278,40.258,341.04,8.4077,0.33317,52.941,1293.1,25.419,24.425,-0.75085,0.54236,0.60098,4.4085,43.36,216.5,1.497,0,13.646,22.733,3.4976,47.934,796.37,C1
14650414,10.743,398.71,24.304,5.1079,318.67,0.15407,0.38896,0.4055,0.071278,0.0062196,54.746,11.915,3.264,486.18,378.2,21.976,0.35739,822.92,432.9,7.9873,0.52606,-0.10371,0.89433,0.15785,5.2992,1.3727,17.05,2.4798,148.3,9.1584,80.064,3.0169,36.382,531.92,C4
15282787,20.696,261.24,31.685,5.9022,311.54,0.1534,0.24844,0.66523,0.070495,0.0011232,35.749,27.689,4.6709,98.063,349.28,33.763,0.3759,485.08,666.86,18.611,1.3747,-0.65032,0.74485,0.73966,7.003,4.3658,135,2.5525,102.37,12.666,39.342,2.2172,42.15,429.36,C3
5377665,0.63178,146.38,67.652,2.7839,144.31,0.23663,0.36465,0.45044,0.032783,0.010921,25.1,26.365,2.7655,447.89,359.44,35.11,0.36564,1192.7,389.58,7.6473,0.32665,0.60701,0.81296,0.31354,7.6963,1.4039,18,2.5143,0,6.4998,85.42,2.2934,36.734,796.37,C4
1003469,0.87917,118.9,28.255,4.0959,151.17,0.17002,0.39574,0.62773,0.074235,0.0083622,55.755,11.657,0.76687,365.79,234.84,39.15,0.35554,815.63,489.51,7.0651,0.60016,0.53557,0.72238,0.22438,5.0477,1.3165,21,3.497,155,12.541,70.381,1.9029,37.388,429.36,C4
5568893,0.57326,89.465,36.602,1.9025,113.39,0.22691,0.39751,0.41256,0.086329,0.0077,91.675,12.65,1.8544,513.44,693.64,37.733,0.39639,979.28,327.02,5.1377,0.33394,0.22794,0.96869,0.18833,5.6621,1.1181,15,2.6406,189.97,8.4805,87.249,3.0818,34.258,429.36,C4
15729985,34.536,319.45,8.0965,7.5413,345.77,0.12951,0.20412,0.54646,0.06622,0.0078741,26.971,21.196,0.93996,285.04,246.75,32.093,0.33375,561.57,517.14,15.434,0.92088,-0.71112,0.82012,0.60834,8.3987,4.5338,77,2.3827,123.8,12.524,47.207,1.4028,40.414,610.55,C3
3259776,0.80956,66.178,71.848,2.0707,198.6,0.16269,0.30506,0.5209,0.086005,0.0032046,32.758,29.287,5.9636,246.24,370.13,26.251,0.39346,421.94,863.44,20.806,2.0464,-0.79402,0.83099,0.6284,7.78,5.8183,95.6,2.3122,0,13.107,43.29,2.4603,44.248,610.55,C3
13934933,29.585,276.81,14.402,6.8564,165.08,0.10764,0.3275,0.46025,0.082036,0.011803,27.89,31.879,3.3224,43.899,452.82,33.987,0.30283,164.62,1072.1,18.311,6.5128,-0.64887,0.6236,0.92682,5.2937,11.312,185.8,1.7417,16.133,13.486,23.227,2.8833,44.285,352.14,C2
3063828,0.51082,76.976,59.775,3.2069,81.114,0.2225,0.24971,0.59636,0.040988,0.011949,77.635,12.693,1.7396,32.363,465.34,47.955,0.37624,22.666,1694.5,23.281,74.762,-0.62561,0.34841,0.95998,4.9335,94.278,379.6,1.3372,0,14.264,10.876,4.9044,47.695,429.36,C1
8659689,15.047,241.55,6.0711,6.2376,300.26,0.14031,0.28365,0.64707,0.079151,0.010401,61.121,34.991,3.1361,568.01,597.41,35.703,0.32234,992.74,434.33,10.757,0.43751,0.65912,0.81764,0.15229,5.9324,1.2131,18,3.3251,14.433,8.8482,69.216,1.8685,37.823,429.36,C4
10813762,17.694,157.77,25.019,8.334,315.63,0.12368,0.35493,0.56611,0.13135,0.0016379,26.794,25.281,3.9851,74.3,261.28,10.601,0.396,343.11,626.89,15.188,1.8271,-0.59905,0.70462,0.4009,3.8949,3.4235,42.4,2.0956,0,14.082,55.097,1.6624,41.625,429.36,C2
13561225,20.027,266.01,87.378,7.0678,248.03,0.12669,0.23162,0.5184,0.094198,0.0046522,30.005,29.518,4.7398,207.59,516.75,4.1196,0.31167,1072.9,677.97,16.627,0.63193,-0.84041,0.65933,0.331,10.756,2.6892,29,2.2432,0,7.867,68.443,5.6457,41.204,429.36,C4
16673101,26.156,349.23,38.377,6.9364,47.052,0.14542,0.34564,0.62061,0.067664,0.0031824,55.659,36.494,5.5877,8.808,671.08,23.001,0.3578,63.548,1015,22.4,15.972,-0.49082,0.55486,1.0562,4.057,25.53,278,1.6324,0,16.795,17.05,1.5524,47.639,610.55,C2
185518,1.4661,77.871,66.275,1.6489,106.86,0.17005,0.39431,0.58197,0.046725,0.0027896,62.102,15.69,1.2555,489.5,670.43,13.25,0.37187,443.96,548.11,2.4088,1.2346,0.50848,0.86539,0.19245,4.4063,2.6673,23,1.8422,191.3,10.96,67.628,4.7157,34.906,352.14,C3
6302025,0.94424,104.07,82.893,1.796,194.7,0.20245,0.25024,0.4499,0.020657,0.012167,39.25,39.797,2.0778,191.44,623.15,3.3328,0.37914,523.52,797.87,16.543,1.524,-0.6798,0.67189,0.55729,5.0875,2.7421,47.6,2.5009,145.77,13.358,54.177,1.0275,44.804,531.92,C3
16458006,17.286,352.44,80.926,5.1037,138.74,0.15481,0.32244,0.6398,0.014604,0.006839,38.876,18.414,4.5446,29.881,392.59,1.5,0.35825,3.1225,1924.5,25.274,616.33,-0.58533,0.43912,1.3314,2.807,995.09,3487,1.8333,0,15.584,24.998,6.587,48.908,531.92,C1
16032369,25.255,235.45,96.676,7.0488,306.55,0.13064,0.37013,0.66551,0.0076586,0.01207,1.7954,19.516,3.0036,481.8,422.98,27.687,0.32982,782.13,321.37,7.7666,0.4109,0.71551,0.91954,0.20615,4.8341,1.2681,18,2.6325,152.37,7.4959,84.252,2.9691,34.925,796.37,C3
10096197,24.665,424.46,89.087,6.5096,223.01,0.14971,0.28022,0.52075,0.13498,0.00073799,42.917,31.007,3.6266,141.65,568.13,10.32,0.37678,241.34,932.69,20.329,3.8646,-0.55593,0.67384,0.85564,5.4286,7.3577,163.6,1.9596,1.1667,15.634,30.31,1.6827,45.735,531.92,C2
15956957,12.649,404.1,64.926,9.8816,348.82,0.11292,0.35651,0.69913,0.0099206,0.005277,42.9,16.047,1.4459,563.7,389.89,36.668,0.31326,588.61,820.73,15.825,1.3943,-0.249,0.78004,0.18127,5.6939,2.6186,27,1.9317,2.3667,9.1707,55.878,4.3141,41.077,796.37,C1
543967,0.72669,116.45,23.339,3.7257,130.2,0.20066,0.23519,0.64276,0.037885,0.0065212,48.662,43.774,2.5558,41.079,207.92,44.366,0.32268,56.726,1482.4,25.285,26.133,-0.5354,0.47336,0.74152,5.5289,41.634,228.1,1.4044,0,13.951,17.325,4.5234,47.423,531.92,C1
14906198,19.445,473.78,90.203,5.4762,30.01,0.12361,0.36345,0.45395,0.023418,0.0052928,76.805,19.331,1.4273,13.378,445.68,8.5882,0.36267,2.326,2133,28.304,917.02,-0.47328,0.36588,1.2983,2.2183,1094.7,1523,1.1111,0,14.478,10.201,6.3061,49.617,531.92,C1
11230138,33.776,302.55,36.23,5.255,369.33,0.14374,0.21541,0.66109,0.076527,0.0016993,8.668,26.465,1.4197,507.44,341.79,5.4372,0.31695,717.24,613.52,11.389,0.85539,0.22875,0.80058,0.12976,5.1688,1.7141,19,2.2465,44.133,8.9738,63.364,3.9589,38.117,796.37,C2
8928445,19.39,183.3,44.691,8.4864,229.4,0.12024,0.201,0.65138,0.11586,0.00063083,3.444,9.9084,2.6017,566.64,392.85,17.239,0.36822,624.79,769.22,15.44,1.2312,-0.79667,0.65978,0.24398,6.9586,3.1285,34,2.1881,6.0333,9.3724,61.576,4.8384,41.258,610.55,C2
16503448,21.009,498.62,83.195,9.6188,387.21,0.14499,0.37209,0.42504,0.04914,0.00082858,60.051,34.235,3.1518,530.41,585.28,29.722,0.37802,734.54,731.61,17.805,0.99602,-0.88157,0.65583,0.28232,7.8944,2.9642,35,2.3766,0,9.4741,65.475,3.4335,43.04,610.55,C2
9075935,33.679,272.68,45.02,7.1439,307.64,0.15176,0.22954,0.43966,0.10656,0.012563,68.387,20.955,2.547,300.28,251.27,31.332,0.36057,888.02,644.6,21.686,0.72589,-0.8694,0.80058,0.56514,12.368,4.1105,46.1,1.9341,0,12.886,48.14,2.3463,42.835,796.37,C3
1836734,0.86112,54.009,40.335,3.8639,156.89,0.23115,0.20307,0.64172,0.092764,0.0036765,43.163,33.028,2.8277,389.48,396.83,14.21,0.34423,239.44,878.7,18.977,3.6698,-0.54955,0.67233,0.79962,4.0975,5.6811,138.2,1.8992,0,14.89,32.048,1.8157,44.807,531.92,C2
14944258,16.979,426.85,99.922,7.9909,226.45,0.11865,0.33937,0.68098,0.13353,0.0035027,12.89,10.807,3.3588,608.76,490.51,1.2742,0.3953,705.71,436.4,10.006,0.61838,0.69062,0.77358,0.11945,3.337,0.86059,13,3.1208,8.1333,7.3893,72.273,3.2277,36.761,429.36,C2
13762688,30.073,191.2,40.031,7.2854,243.51,0.154,0.29939,0.66113,0.12015,0.0091023,28.921,11.96,4.8572,139.54,392.43,39.724,0.38053,340.68,705.99,14.417,2.0723,-0.70741,0.59177,0.70256,6.0104,5.5226,147,2.4207,95.967,14.138,29.078,1.4066,42.343,352.14,C3
14559461,19.805,432.15,97.75,8.151,370.59,0.1549,0.36187,0.47464,0.024361,0.0062916,81.65,11.041,3.4225,558.67,574.19,26.223,0.36288,685.87,471.47,11.291,0.68741,0.89956,0.76078,0.30107,4.3325,1.4198,16,2.6189,19.5,8.0519,68.443,3.2872,37.21,531.92,C2
8176470,0.4383,106.58,43.217,4.492,178.55,0.17264,0.25348,0.48041,0.06676,0.0020699,4.7874,15.348,1.1422,589.92,433.66,41.238,0.31748,435.39,534.58,2.5515,1.2278,0.80278,0.84852,0.33185,4.7645,3.0124,29,1.9036,208.13,11.09,63.558,4.1188,34.33,352.14,C2
13967588,29.326,272.35,94.142,7.342,238.26,0.12998,0.20491,0.56443,0.016713,0.0052023,52.582,30.753,1.1841,606.23,648.76,5.6598,0.39304,814.1,442.33,11.712,0.54334,0.69087,0.79188,0.19624,4.9693,1.316,19.15,2.5117,15.5,9.5738,72.385,3.2001,37.225,796.37,C2
11821249,26.15,376.2,76.533,8.2664,210.63,0.11368,0.29414,0.60129,0.12734,0.0034664,11.36,12.578,2.5053,498.19,619.53,19.905,0.33459,623.53,630.28,13.172,1.0108,-0.45953,0.80404,0.15894,5.3001,2.1146,26,2.2551,21.5,9.1202,59.828,3.5914,38.26,796.37,C2
5455028,0.58384,49.741,5.5483,4.9043,177.91,0.23843,0.38702,0.57749,0.065546,0.001922,27.176,17.997,5.5594,241.23,414.59,46.673,0.3785,267.59,851.57,19.008,3.1824,-0.38241,0.76293,0.39926,4.0984,4.8562,43.7,2.0151,7.4,12.235,57.986,2.5411,44.178,796.37,C2
