,h_veg,r_st,LAI_min,LAI_max,Vr,alpha_veg,Vcan,k,f_red,z0,rs_soi,Ve,a,Vsoi,Vepi,Kepi,alpha_soi,Pm,Epotm,Tm,AI,ro_P_E,ETSI,PSI,Ip,Hp,H95,Dp,DS,DTR,RHm,WSm,Radm,CO2,Classes
3853777,1.2107,107.1,64.711,1.6759,166.56,0.23788,0.28372,0.55719,0.024688,0.00082711,30.597,12.992,0.8494,430.05,364.82,17.558,0.33213,1184.5,287.73,4.7991,0.24292,0.75085,0.8312,0.20656,6.9482,1.184,17,2.8478,74.4,7.1711,75.953,1.9971,33.716,610.55,C4
3577580,1.0684,104.97,58.048,4.012,100.42,0.24485,0.3219,0.54496,0.035698,0.0087365,33.284,25.629,3.7789,218.48,397,2.5515,0.31722,183.7,831.88,8.6668,4.5285,0.79581,0.63008,0.51806,2.6594,5.5808,68,2.0683,113.73,12.238,58.195,1.1075,42.494,796.37,C1
16087383,33.042,163.33,38.723,5.5299,203.22,0.13933,0.24696,0.45053,0.11072,0.0032892,43.426,8.7626,3.3929,470.79,326.54,40.513,0.36783,708.84,393.79,4.7497,0.55554,0.80403,0.83482,0.2082,4.9059,1.5389,19,2.3368,193.23,7.9241,73.469,3.2998,34.051,352.14,C3
10510276,29.934,401.52,67.995,6.0022,340.06,0.12009,0.20597,0.48064,0.090103,0.005464,98.521,34.176,2.0431,123.34,637.66,42.29,0.30445,371.49,750.66,19.733,2.0207,-0.90545,0.56224,0.67191,7.4246,6.4034,88,2.1387,0,6.5505,61.961,4.3375,43.344,531.92,C2
16654744,25.981,487.07,44.652,9.8782,285.81,0.13191,0.31221,0.51379,0.1499,0.012301,51.36,9.583,5.2614,239.19,376.12,6.9194,0.31065,901.27,679.74,16.808,0.75421,-0.92437,0.52697,0.4946,8.191,2.361,30,2.7634,0,7.3909,73.089,5.231,42.155,429.36,C3
7564458,0.5347,146.44,28.912,3.9363,179.84,0.2256,0.37184,0.46913,0.11072,0.0032892,43.426,8.7626,3.3929,470.79,326.54,40.513,0.36783,295.95,848.27,8.556,2.8662,0.14953,0.76278,0.12828,3.9043,3.9047,29,1.6597,74.267,12.195,49.571,4.5204,38.787,610.55,C2
3164717,0.89737,126.92,74.31,2.0248,109.55,0.24816,0.21757,0.45448,0.027657,0.0072325,43.288,15.938,5.1804,217.63,273.1,35.619,0.39246,192.14,834.46,17.227,4.343,-0.66409,0.70069,0.5105,3.1616,5.3741,76.2,1.8444,110.03,12.217,44.079,1.2583,44.714,429.36,C2
12793809,21.528,447.13,11.735,9.2094,341.49,0.1277,0.30688,0.47104,0.044671,0.0023704,96.469,30.427,2.8818,570.52,428.05,33.872,0.34774,719.78,492.76,10.622,0.68459,0.021743,0.61417,0.08513,4.0813,1.1918,18,2.3547,0,6.6301,76.92,6.351,37.229,429.36,C2
9159393,14.216,440.97,41.171,6.3156,266.58,0.12751,0.22185,0.49433,0.060468,0.0095505,92.144,37.465,1.3739,614.32,295.38,30.432,0.30726,867.49,540.27,12.87,0.62279,0.42779,0.76139,0.2314,5.4457,1.3353,18,2.8592,40.133,7.062,65.806,3.0363,38.298,796.37,C3
13283241,21.112,174.78,15.451,7.9251,332.78,0.11381,0.32886,0.59219,0.13256,0.00083774,48.158,32.945,5.328,249.98,676.73,23.419,0.34042,470.24,726.22,20.724,1.5444,-0.94932,0.72903,0.63836,7.4161,4.8594,66.6,2.2262,0,11.362,59.317,2.8695,43.873,796.37,C3
2220115,1.3106,94.861,81.767,2.1932,111.86,0.24755,0.33097,0.44981,0.026532,0.011837,13.809,36.677,3.1234,646.5,371.44,36.06,0.35805,692.46,385.51,11.419,0.55672,0.5985,0.83038,0.29003,5.4488,1.9383,22.15,2.2603,26.933,9.1862,73.822,2.0458,37.211,610.55,C4
16794119,18.136,357.14,67.055,6.7842,363.26,0.11659,0.32064,0.68363,0.1437,0.0050865,87.655,7.4286,4.4798,136.63,656.08,12.329,0.32787,212.18,1131.5,20.662,5.3328,-0.77099,0.5098,0.66603,6.4593,10.962,164.7,2.4558,0,12.791,45.552,2.8212,48.016,531.92,C2
47034,1.4612,107.94,44.532,4.2822,57.203,0.24275,0.25457,0.45428,0.14015,0.012946,53.645,16.665,3.0785,15.997,203.87,24.949,0.3984,49.673,1769.1,28.986,35.615,-0.79093,0.39112,0.69202,3.989,34.807,197.7,1.4927,0,14.875,11.546,4.4205,50.382,796.37,C1
11949907,25.728,289.53,94.185,9.7994,375.74,0.15053,0.22702,0.64795,0.015906,0.0068322,90.001,13.005,4.5565,179.01,549.28,18.675,0.35521,210.07,838.33,22.723,3.9907,-0.75266,0.53929,1.0092,9.676,16.616,234.5,1.8402,0,15.665,5.9546,1.6988,45.377,610.55,C2
5392990,0.63178,146.38,67.652,2.7839,144.31,0.23663,0.36465,0.45044,0.032783,0.010921,25.1,26.365,2.7655,447.89,359.44,35.11,0.36564,601.16,556.01,8.6106,0.92489,0.063358,0.74732,0.38296,5.8474,2.6078,32,2.4448,66.8,12.061,58.337,1.4321,38.706,429.36,C3
11342279,15.335,321.53,5.9425,5.6939,237.87,0.14737,0.20091,0.68856,0.12556,0.00043449,22.503,14.732,5.402,134.83,364.12,21.248,0.34319,95.718,1177.4,21.384,12.301,-0.53594,0.53372,0.55196,6.9354,26.739,192.05,1.6953,0,14.069,22.728,3.4522,45.624,610.55,C2
5044307,0.72637,133.07,34.404,4.2216,172.34,0.16765,0.29418,0.44394,0.10689,0.0074564,7.9679,22.371,2.8144,645.09,524.49,13.518,0.33704,714.14,408.71,10.754,0.57231,0.54887,0.86012,0.25282,5.9427,2.0692,22,2.2511,68,9.898,63.037,2.0301,36.445,429.36,C4
15310177,24.225,482.18,8.4027,7.5512,260.68,0.14638,0.28064,0.55711,0.14853,0.0084407,65.488,43.192,2.7197,572.46,362.66,43.11,0.34831,733.74,351.24,4.655,0.4787,0.72917,0.92412,0.21927,5.2717,1.6348,20,2.3248,182.97,7.8512,80.528,3.2531,34.057,352.14,C4
7899767,0.42137,99.965,31.424,3.162,157.97,0.23808,0.3668,0.60242,0.04914,0.00082858,60.051,34.235,3.1518,530.41,585.28,29.722,0.37802,687.83,514.56,10.097,0.7481,-0.24982,0.8385,0.13559,5.2437,1.7923,23,2.3811,116.07,8.3598,64.697,3.2397,36.529,610.55,C4
8307157,1.4229,86.506,18.146,3.1879,109.22,0.18767,0.31068,0.58931,0.01424,0.0055807,46.341,34.145,2.8648,519.21,365.58,47.266,0.33203,933.61,483.99,6.8456,0.51841,0.0013789,0.92002,0.1469,5.0453,1.0002,17.25,3.1611,161.53,8.7186,68.428,3.2936,35.359,796.37,C4
1426533,0.77729,89.527,24.133,3.8473,3.4231,0.17554,0.20249,0.47328,0.10834,0.0010882,6.9305,3.4231,1.1152,1.7331,585.68,0.95341,0.32662,106.87,1894,27.774,17.722,-0.85993,0.45989,0.91527,8.2444,28.614,242.55,1.85,0,14.529,17.856,4.9812,50.185,796.37,C2
5679999,0.77836,112.59,91.346,3.0252,133.55,0.21771,0.24974,0.48939,0.067517,0.004181,68.685,14.177,2.5276,77.052,337.27,17.589,0.33267,593.05,617.79,15.302,1.0417,-0.13088,0.60708,0.25101,7.4124,3.5811,32,2.0603,0,9.2265,69.032,3.3526,41.36,352.14,C3
6151351,0.5969,88.454,40.416,4.4514,113.61,0.20546,0.26102,0.60751,0.1085,0.010757,70.307,15.103,1.1119,208.45,469.17,6.2827,0.33928,745.92,717.7,20.906,0.96217,-0.72873,0.78203,0.34765,7.3427,2.708,29,2.0664,0,12.841,75.065,3.6916,44.392,796.37,C4
3188089,0.80956,66.178,71.848,2.0707,198.6,0.16269,0.30506,0.5209,0.086005,0.0032046,32.758,29.287,5.9636,246.24,370.13,26.251,0.39346,468.26,702.53,16.861,1.5003,-0.80181,0.78053,0.36049,4.0573,2.434,39.6,2.732,12.4,10.928,79.658,3.0189,43.722,352.14,C3
8553570,0.77165,120.55,62.095,4.4419,139.17,0.2057,0.25014,0.48471,0.048256,0.010219,50.806,40.461,1.6651,387.8,476.8,6.8201,0.3646,1017.4,629.12,17.648,0.61836,-0.91466,0.71841,0.46346,9.5159,2.4718,52,2.9624,0,10.616,67.482,2.4531,42.571,796.37,C4
7278030,0.59736,71.407,11.873,2.918,152.86,0.1815,0.30392,0.56666,0.073486,0.0051816,23.753,6.2823,1.5364,434.25,307.93,47.204,0.32818,685.55,436.86,3.8406,0.63725,0.61726,0.7369,0.41221,4.9811,1.7014,24.7,2.8813,167.6,13.343,70.995,1.8518,35.564,429.36,C4
2609482,1.3622,51.914,97.346,3.4246,62.325,0.17479,0.27753,0.43467,0.034471,0.0055326,86.47,40.482,4.1109,14.367,492.88,15.096,0.3239,22.374,1497,24.62,66.911,-0.82313,0.4458,0.68884,2.941,90.308,405.8,1.2632,0,13.284,20.554,4.0643,48.808,531.92,C1
3239917,0.55546,119.58,94.662,2.9421,31.339,0.24035,0.33167,0.56037,0.043749,0.0083399,50.464,31.339,5.7871,5.7291,693.82,37.754,0.3546,128.15,1152.5,22.253,8.9935,-0.64103,0.66917,1.0161,5.1218,14.346,222.2,1.794,0,13.611,27.206,2.8795,46.364,429.36,C2
10416475,22.014,185.3,96.775,6.4224,282.36,0.14436,0.23428,0.48113,0.087472,0.007982,62.019,17.182,2.6732,86.561,553.9,2.1168,0.34566,621.22,909.83,18.203,1.4646,-0.92569,0.57669,0.62429,9.248,4.4681,70,2.3604,0,11.472,28.636,2.425,43.879,352.14,C3
1664378,0.99908,95.687,13.994,2.2747,140.5,0.20766,0.32588,0.66923,0.034241,0.0061995,76.086,31.61,1.7326,56.187,329.19,25.506,0.30391,126.91,1004.4,17.258,7.9146,-0.40724,0.65758,0.61933,3.7956,11.479,124.9,1.4003,0,13.501,23.256,2.2218,44.502,531.92,C1
6047691,0.45514,46.636,21.74,3.7179,128.83,0.23581,0.29081,0.62288,0.071278,0.0062196,54.746,11.915,3.264,486.18,378.2,21.976,0.35739,820.29,622.82,12.948,0.75926,-0.84234,0.68653,0.30537,6.063,1.7572,24,2.754,0,10.94,75.571,2.5487,41.372,531.92,C4
5280573,0.50744,61.002,47.476,4.5284,142.8,0.24867,0.23725,0.49822,0.14474,0.0036092,46.026,31.881,5.0333,184.97,421,45.389,0.31335,337.32,623.37,15.762,1.848,-0.79209,0.74642,0.26073,3.2075,2.9757,32.35,2.2796,0,13.602,71.237,2.258,42.173,796.37,C3
1117190,1.2878,139.13,20.342,3.1972,133.96,0.22759,0.26928,0.51695,0.046889,0.01183,41.601,18.786,0.47071,277.38,602.3,9.5283,0.3252,535.8,757.83,13.537,1.4144,-0.52648,0.7939,0.30683,5.484,2.794,37,2.4935,0,12.32,55.154,2.1252,41.771,610.55,C3
1200150,0.82856,120.07,74.984,3.8766,174.64,0.23232,0.23581,0.52048,0.091595,0.011027,34.79,44.774,2.1904,632.63,439.12,21.007,0.38574,466.53,551.67,8.3712,1.1825,0.80571,0.85184,0.2562,4.1819,2.3996,24.3,1.8576,103.17,10.65,69.433,3.6173,36.837,610.55,C2
3566359,1.0684,104.97,58.048,4.012,100.42,0.24485,0.3219,0.54496,0.035698,0.0087365,33.284,25.629,3.7789,218.48,397,2.5515,0.31722,615.43,808.7,26.981,1.314,-0.87583,0.73539,0.90876,13.565,7.0983,168.7,2.2663,1.3,16.307,29.334,1.664,46.787,796.37,C4
11147458,18.499,153.59,48.958,6.641,383.27,0.13036,0.30534,0.65388,0.030773,0.0054821,59.028,17.136,2.7949,543.32,568.13,20.317,0.31253,496.82,610.16,9.9575,1.2281,0.69555,0.8149,0.27576,5.314,2.9585,31,2.0102,93.633,9.6169,64.588,4.4565,37.655,429.36,C2
9238550,24.71,293.84,29.039,9.9159,215.61,0.10857,0.33401,0.59939,0.064119,0.011332,39.28,28.543,1.233,484.86,203.73,44.483,0.30503,688.94,522.92,10.114,0.75902,0.31478,0.82515,0.25916,5.7684,2.0926,28.9,2.2647,80.133,8.8293,71.022,3.7005,37.369,796.37,C2
9004820,14.39,446.31,19.419,8.5702,301.38,0.11989,0.35901,0.41116,0.0020609,0.0080138,95.731,36.04,2.0687,321.03,453.48,38.452,0.37329,2135.7,394.46,13.528,0.1847,0.33748,0.86269,0.15,10.585,0.8195,23.35,4.506,128.7,9.5076,65.945,2.0327,37.276,429.36,C4
12610175,30.438,168.53,40.973,6.259,177.46,0.12597,0.25064,0.58912,0.13698,0.0016512,83.304,8.3587,3.4723,45.824,380.57,20.849,0.34584,108.95,2010.4,27.081,18.453,-0.61811,0.35648,0.96148,11.715,39.283,351.35,1.971,0,13.696,5.8582,4.6586,50.254,429.36,C2
15442059,33.26,240.48,18.631,8.8246,352.51,0.15521,0.22336,0.41225,0.14698,0.0029975,11.609,16.614,1.8678,151.44,533.76,24.576,0.36579,193.28,1202.4,15.969,6.2213,-0.68723,0.67468,0.34721,3.1932,5.9436,45.25,1.6319,1.6667,13.064,41.021,5.4669,42.957,796.37,C1
14541635,19.805,432.15,97.75,8.151,370.59,0.1549,0.36187,0.47464,0.024361,0.0062916,81.65,11.041,3.4225,558.67,574.19,26.223,0.36288,751.72,405.34,9.6611,0.53921,0.43492,0.76113,0.077007,4.1609,1.0888,17,3.3217,18.5,7.8404,72.248,3.3528,36.111,352.14,C2
2999678,0.79101,110.18,35.251,2.835,183.43,0.19427,0.23334,0.48394,0.026358,0.0023243,45.989,41.499,4.5263,85.924,571.24,38.594,0.33197,800.42,1328.4,28.164,1.6597,0.52647,0.44061,1.2212,18.218,7.4741,115.65,2.9187,0,13.973,40.392,2.4785,52.332,610.55,C4
16107518,33.042,163.33,38.723,5.5299,203.22,0.13933,0.24696,0.45053,0.11072,0.0032892,43.426,8.7626,3.3929,470.79,326.54,40.513,0.36783,762.85,460.04,10.348,0.60305,0.80318,0.78732,0.24566,4.5824,1.2747,18,2.7892,22.067,8.3832,70.112,3.3103,36.731,531.92,C2
6983928,0.6597,118.26,75.767,3.8697,167.77,0.24712,0.28092,0.6761,0.0027984,0.0094321,58.161,9.0898,1.0824,97.406,496.54,47.889,0.34437,852.04,473.96,14.109,0.55626,-0.69265,0.85112,0.22799,6.4302,1.8357,24,2.564,0,8.514,72.908,4.0299,38.567,531.92,C4
13129379,19.678,382.62,37.615,5.6004,257.31,0.10387,0.27442,0.40725,0.068386,0.0054581,54.928,17.057,1.0973,324.9,513.68,30.347,0.36637,2096.5,340.73,1.883,0.16252,0.29813,0.89098,0.18664,11.533,1.0238,18,3.7006,148.83,11.679,72.537,1.8104,33.392,429.36,C4
5980236,1.0082,104.2,9.2835,1.5645,192.99,0.18837,0.35318,0.54711,0.024361,0.0062916,81.65,11.041,3.4225,558.67,574.19,26.223,0.36288,487.56,642.46,18.959,1.3177,0.3732,0.77915,0.20876,5.9009,3.5389,30,1.8933,0,13.729,61.186,2.2023,42.455,796.37,C3
16010022,24.958,405.84,80.398,5.3131,192.95,0.13411,0.28648,0.66046,0.082951,0.0086508,2.7694,19.533,2.9842,55.073,428.4,25.107,0.386,418.75,612.9,14.96,1.4636,-0.76632,0.81468,0.2982,4.581,3.2821,34,1.9945,0,12.255,63.15,2.7438,40.882,352.14,C2
7656698,0.94758,105.99,65.769,2.8641,121.99,0.19051,0.3629,0.64758,0.090358,0.012527,67.859,24.292,5.3352,44.792,356.79,10.772,0.32492,60.877,2188.1,26.99,35.943,-0.37816,0.3263,1.0426,11.018,67.488,403.45,1.8182,0,11.706,7.5016,5.2574,51.53,352.14,C2
16331579,11.999,380.06,60.816,6.3821,276.33,0.12538,0.25154,0.41828,0.036175,0.0031255,32.751,42.448,1.7474,620.64,467.19,16.161,0.39986,908.12,522.74,10.977,0.57562,0.77416,0.76006,0.33468,5.8794,1.4156,19,2.628,55.667,7.5564,66.349,3.1856,37.576,610.55,C3
9243842,17.153,412.53,61.97,6.3419,387.52,0.14994,0.2218,0.62181,0.10662,0.0080626,66.963,39.972,3.8057,132.43,383.33,21.581,0.35745,104.33,1049.8,21.267,10.062,-0.47667,0.53034,0.62161,6.6092,22.924,188.75,1.7683,0,14.416,21.467,2.7865,45.408,796.37,C2
2302750,1.3935,57.075,7.9187,4.1843,131.32,0.18424,0.24335,0.64844,0.13125,0.0019294,55.888,33.087,2.1724,555.21,518.82,39.371,0.37533,688.15,395.8,10.614,0.57517,0.84598,0.81289,0.31109,4.3321,1.4007,18,2.6035,36.467,9.3205,66.286,1.8903,37.036,429.36,C3
4255423,1.4701,102.56,91.644,2.7841,105.48,0.19195,0.27622,0.48298,0.012373,0.001156,67.084,25.622,1.8488,504.4,505.28,31.987,0.36411,2050.2,351.14,10.67,0.17127,-0.89066,0.86664,0.31083,7.704,0.38433,25.55,7.8103,0,5.9157,79.814,5.1131,35.432,796.37,C4
293798,1.2425,134.32,44.844,4.2411,182.24,0.20198,0.24739,0.58889,0.0032493,0.0019656,97.422,40.952,1.374,225.52,634.41,20.51,0.35492,391.99,756.19,19.174,1.9291,-0.9034,0.71688,0.46928,6.0615,4.8437,47.3,1.9758,0,11.603,57.429,2.6749,43.855,796.37,C2
14256211,28.946,397.35,94.724,8.6457,244.09,0.13764,0.397,0.57081,0.037981,0.012266,98.881,27.099,1.5652,502.08,526.83,34.265,0.31186,963.13,288.08,5.0337,0.29911,-0.005675,1.0409,0.23216,4.8561,0.92939,17.55,3.1593,191.4,7.5753,77.095,1.8772,32.969,429.36,C4
2212595,1.4008,81.307,41.137,3.2706,38.676,0.18669,0.29433,0.42254,0.084191,0.0087913,66.68,38.676,0.18589,33.347,576.09,7.3017,0.35305,35.79,1481.1,24.874,41.382,-0.49021,0.49192,0.62352,4.1929,54.903,222.6,1.3067,0,14.203,20.41,4.2252,47.784,429.36,C1
11810678,26.15,376.2,76.533,8.2664,210.63,0.11368,0.29414,0.60129,0.12734,0.0034664,11.36,12.578,2.5053,498.19,619.53,19.905,0.33459,849.04,369.93,11.712,0.4357,0.7125,0.86375,0.21464,5.008,1.2361,16,2.5247,19.5,10.214,86.497,1.5905,37.728,531.92,C3
6766249,1.1305,46.327,30.103,3.4232,105.47,0.18312,0.35768,0.41082,0.014272,0.0077209,5.4446,28.333,1.7693,242.42,494.01,24.223,0.39663,241.83,1019.2,10.147,4.2144,-0.56553,0.7861,0.24421,4.7609,6.3537,45.75,1.7245,106.53,11.686,46.08,5.6546,39.47,429.36,C2
3994076,1.0701,137.62,46.632,2.8979,138.37,0.16857,0.28605,0.67631,0.14848,0.00037711,42.551,7.2651,1.5879,390.56,242.35,16.007,0.36193,324.94,1018.9,22.196,3.1357,-0.79656,0.53976,0.63439,9.7526,10.158,112.3,1.7855,0,13.312,21.369,1.8312,46.857,796.37,C2
10030610,27.676,273.75,38.704,7.9563,207.38,0.1595,0.21094,0.43439,0.12796,0.00042121,15.956,42.753,3.4915,167.8,483.24,30.976,0.33831,289.95,792.68,14.659,2.7339,-0.56871,0.66634,0.76567,5.8802,6.4843,134.2,1.952,24,14.009,25.23,1.4492,42.788,429.36,C2
6249123,0.45468,120.97,82.153,3.9662,107.27,0.16101,0.29354,0.63701,0.080756,0.012571,47.488,29.379,1.9067,617.27,347.94,25.999,0.34436,669.85,720.92,11.332,1.0763,0.18084,0.76603,0.14236,6.4343,2.5152,26.5,2.1118,90.533,9.2409,54.684,4.1063,38.682,429.36,C3
699338,0.80228,132.74,26.385,1.5039,197.32,0.24128,0.20591,0.53104,0.13252,0.0011068,48.466,9.7877,0.66246,315.17,324.02,41.846,0.31726,2470.5,289.81,3.8666,0.11731,-0.076199,0.82838,0.1592,11.082,0.65304,16.15,3.7759,27.533,7.3179,83.289,1.9938,33.926,352.14,C4
8007717,1.2012,84.356,53.052,4.9352,196.79,0.19689,0.33868,0.63436,0.1499,0.012301,51.36,9.583,5.2614,239.19,376.12,6.9194,0.31065,193.49,896.85,20.706,4.6352,-0.70426,0.4984,1.1297,12.894,23.792,284.9,1.9052,2.1333,14.157,5.0332,1.5799,45.689,352.14,C2
5641159,0.58498,57.848,16.147,4.2731,134.93,0.18262,0.23292,0.41685,0.037981,0.012266,98.881,27.099,1.5652,502.08,526.83,34.265,0.31186,752.91,517.2,7.5068,0.68694,-0.26501,0.89247,0.15864,4.2969,1.1255,18.4,2.9289,153.93,9.3419,68.42,3.5355,35.96,796.37,C4
15437406,29.127,313.38,63.949,9.1488,296.46,0.1472,0.26934,0.44626,0.10178,0.012828,86.88,13.912,1.8112,602.98,629.67,29.252,0.32156,267.15,602.74,14.003,2.2561,-0.51246,0.75209,0.3837,4.3118,5.2327,54,1.9686,14.467,14.732,48.615,1.4165,40.966,796.37,C1
12048805,18.732,489.07,22.046,5.9389,333.95,0.11739,0.37972,0.58659,0.1382,0.0092179,29.067,37.28,1.5027,585.52,260.5,22.315,0.3921,576.58,571.53,8.8052,0.99125,0.58519,0.78088,0.10462,4.9685,2.2642,24.7,2.1181,127.73,9.0072,63.252,4.224,36.763,352.14,C2
14012881,29.326,272.35,94.142,7.342,238.26,0.12998,0.20491,0.56443,0.016713,0.0052023,52.582,30.753,1.1841,606.23,648.76,5.6598,0.39304,802.69,398.49,10.616,0.49644,0.71417,0.87856,0.23027,4.6753,1.2176,15,2.5196,37.967,8.1069,87.704,2.751,37.473,610.55,C3
16376803,14.976,181.68,46.917,6.0877,44.173,0.13709,0.37708,0.63644,0.047024,0.0090356,45.659,22.275,5.9873,7.892,299.87,5.2758,0.34096,70.251,1982.7,29.462,28.223,-0.32276,0.2718,0.94125,8.5971,45.626,359.6,1.8952,0,14.319,5.48,4.945,50.632,796.37,C2
14773230,14.369,360.64,74.819,7.6344,258.32,0.12663,0.31462,0.61835,0.0518,0.008051,53.719,8.4793,1.5336,490.12,536.57,27.102,0.36557,750.02,412.18,5.8965,0.54955,0.48667,0.88304,0.24863,4.1111,1.0906,18,2.7329,145.1,8.5066,73.63,3.2161,34.78,429.36,C3
13858330,27.898,193.73,91.467,5.7144,236.8,0.15368,0.21349,0.58242,0.034856,0.0057512,23.443,25.337,3.2155,556.38,218.5,32.314,0.35167,706.62,329.98,4.8189,0.46699,0.62898,0.90778,0.21521,4.3487,1.351,16,2.4367,166.47,7.9499,85.13,3.0057,34.4,352.14,C3
6070325,0.79814,102.39,37.035,3.0743,150.12,0.22302,0.21999,0.47505,0.011131,0.0021674,3.5934,24.544,2.594,199.99,253.17,29.927,0.38196,216.18,1227.8,22.143,5.6795,-0.86057,0.77233,0.7717,4.943,7.4872,139,1.9041,0,14.271,31.991,3.0202,46.376,796.37,C2
4588780,0.73765,146.88,7.1235,3.122,144.63,0.18118,0.27605,0.63769,0.09842,0.0070172,53.257,42.537,5.5003,154.62,522.21,43.138,0.37711,204.15,964.04,17.105,4.7222,-0.34063,0.4971,0.52719,5.6301,9.8378,67,1.7737,0,15.258,13.698,2.1785,44.598,531.92,C2
3747721,1.1992,103.69,35.735,2.8796,163.23,0.22474,0.20537,0.69811,0.10828,0.0079397,25.065,43.484,3.0853,636.27,446.49,24.611,0.38396,658.39,591.15,11.982,0.89788,0.67036,0.77196,0.18347,4.0083,1.3619,17,2.439,17.633,9.4809,64.888,3.7463,38.364,796.37,C3
7162097,1.3264,140.5,52.007,1.9909,196.34,0.1659,0.33856,0.68805,0.094278,0.0043908,36.928,27.955,3.1775,456.21,478.02,28.254,0.33837,1797.8,474.09,10.618,0.2637,-0.95442,0.73135,0.33399,7.7635,0.58866,23.8,5.5044,0,5.9533,79.726,7.4597,37.209,531.92,C4
7878133,0.47356,132.28,68.037,4.814,191.09,0.24048,0.29261,0.55131,0.1298,0.010496,47.455,33.689,5.3827,81.782,218.76,34.332,0.34714,268.07,875.57,16.814,3.2662,-0.61578,0.56562,0.37349,5.5864,6.7986,58.95,2.0481,0,13.092,40.699,2.4783,43.781,429.36,C2
15060673,34.744,451.39,61.273,7.8616,241.48,0.10122,0.3671,0.48475,0.12233,0.0091436,24.442,29.611,2.0864,465.83,562.6,20.764,0.354,916.19,348.81,8.0209,0.38072,-0.84323,0.89927,0.15745,4.3365,0.79052,18,3.6158,0,7.0051,88.418,5.6491,35.561,352.14,C3
13952329,29.326,272.35,94.142,7.342,238.26,0.12998,0.20491,0.56443,0.016713,0.0052023,52.582,30.753,1.1841,606.23,648.76,5.6598,0.39304,512.17,449.83,4.2985,0.87828,0.78332,0.89702,0.47367,4.7133,2.406,30,2.1228,209.7,9.6179,72.36,3.5821,34.431,531.92,C2
16607077,25.981,487.07,44.652,9.8782,285.81,0.13191,0.31221,0.51379,0.1499,0.012301,51.36,9.583,5.2614,239.19,376.12,6.9194,0.31065,130.64,996.71,17.72,7.6295,-0.82819,0.70082,0.75856,4.1824,10.872,161,1.6631,0,13.753,39.014,3.3014,44.07,352.14,C1
12412250,11.641,437.84,63.671,8.6874,366.81,0.11477,0.2454,0.52954,0.084783,0.010078,78.772,37.033,4.2079,171.79,340.25,41.982,0.38401,319.92,649.95,17.618,2.0316,-0.15189,0.6508,0.48663,6.0978,6.0827,63,1.7075,0,12.059,41.986,1.6344,42.553,531.92,C2
4333232,1.4913,56.091,53.073,2.9108,29.602,0.18939,0.34223,0.62196,0.14956,0.005387,71.587,9.3328,2.313,9.9471,408.4,35.758,0.33923,57.096,1582.8,24.714,27.721,-0.61308,0.45728,0.97008,6.2631,44.654,287.2,1.6107,0,14.842,21.87,4.4729,48.534,531.92,C2
1617599,1.2968,68.166,91.41,4.8556,127.32,0.21985,0.3512,0.50679,0.14212,0.0111,70.388,22.115,2.2388,544.05,288.97,10.805,0.31087,953.76,404.99,11.124,0.42462,-0.43851,0.80332,0.14418,5.4801,1.1202,19,2.8663,2.4,7.7486,77.379,3.632,36.79,610.55,C4
7711830,0.94758,105.99,65.769,2.8641,121.99,0.19051,0.3629,0.64758,0.090358,0.012527,67.859,24.292,5.3352,44.792,356.79,10.772,0.32492,300.61,1060.5,26.361,3.5279,-0.7357,0.51449,1.1712,13.928,16.337,242.6,1.921,0,10.719,40.826,2.8596,49.578,429.36,C3
828472,1.1758,90.524,86.514,3.1823,165.33,0.23755,0.26661,0.60092,0.03712,0.011698,74.483,6.1379,1.9109,176.66,239.06,44.636,0.32174,395.98,832.73,15.149,2.103,-0.69603,0.69068,0.5227,7.4464,5.9042,70.9,1.8335,38.6,12.759,32.502,1.8865,42.631,429.36,C3
16236680,12.68,392.96,72.212,9.9272,234.49,0.105,0.37707,0.45244,0.059464,0.011063,55.091,18.856,3.3993,169.53,266.62,40.871,0.31886,376.04,1270.7,20.622,3.3791,0.32147,0.44888,0.54518,7.4754,6.334,70,2.5938,0,13.373,17.291,2.1841,47.856,429.36,C2
2484293,0.40757,147.14,64.752,3.0193,150.08,0.23116,0.20255,0.57425,0.032355,0.00045712,68.336,41.709,1.11,648.66,699.97,33.171,0.30977,617.2,597.19,17.769,0.96758,-0.60313,0.76464,0.24954,8.8737,4.2958,30,1.9264,0,9.9769,64.302,2.7665,41.807,610.55,C3
15978964,13.834,186.93,87.042,5.5753,109.35,0.10489,0.31497,0.66334,0.11592,0.0078726,4.3842,11.924,3.6126,27.499,306.44,42.122,0.36087,12.623,1789.5,27.715,141.77,-0.22388,0.31817,1.3916,4.9983,162.54,852.6,1.9706,0,16.041,10.941,4.6045,49.556,610.55,C1
14892950,16.979,426.85,99.922,7.9909,226.45,0.11865,0.33937,0.68098,0.13353,0.0035027,12.89,10.807,3.3588,608.76,490.51,1.2742,0.3953,940.89,291.04,5.8769,0.30933,0.74293,0.85164,0.14408,5.1345,1.0571,14.7,2.7711,84.7,10.009,70.896,2.0136,33.776,352.14,C3
17107388,18.393,158.64,54.785,7.2961,276.13,0.10053,0.33279,0.62456,0.099577,0.0045335,85.199,30.707,2.9066,342.15,675.22,1.1486,0.39829,424.24,1099.8,20.207,2.5923,-0.51774,0.58799,0.41609,7.8859,5.9129,52,1.8647,0,11.894,31.551,4.3677,44.195,610.55,C2
